Category;Title;Content
Cayma Bedeli;Turkcell İnternet Kesintisi Ve Sürekli Hale Gelmesi;2 ayda bir 1 hafta internetim kesiliyor ve mağduriyetim giderilmiyor iptal etmek isteyince de cayma bedeli öne sürüyorlar. Hiçbir yardım alamıyorum. Tek bildikleri hattınız Turkcell ise 4 GB internet gönderelim demek bu devirde 4 GB neye yetecek ise saçmalıyorlar. Sizinle mahkemede görüşeceğiz
Cayma Bedeli;Turkcell İnternet Hız Sorunu;Daha önce Vodafone hız sorunu yaşadığım için Turkcell'e geçmek istedim ve müşteri temsilcisiyle görüşürken yaşadığım durumu anlattım ve evimde Turkcell kullanırsam bu sorunu yaşamak istemediğimi söyledim. Müşteri temsilcisi de satmak için yaşamazsınız, 50 MB'e kadar olan kampanyada 30-36 MB görürsünüz dedi. Kabul ettim, bağlattım. 3 ay kullandım, gördüğüm en yüksek hız 17 MB falandı, genelde 5-6 MB de kullanıyordum. Durumla alakalı defalarca müşteri temsilcileriyle görüştüm. En sonunda cayma bedeli de ödeyerek iptal ettim. Bir daha asla Turkcell ürünü kullanmayacağım, kullandırmayacağım.
Cayma Bedeli;Turkcell İnternet Dayanmıyor Çabuk Bitiyor;Turkcell'e geçiş yaptım geçmez olaydım. Tamam güzel çekiyor ama böyle bir şey olamaz. 20 GB internet az kullandığım halde takır takır bitiyor Türk Telekom'da aynı interneti günlerce kullanıyordum. Bu şekilde bu hattı kullanmak istemiyor ve faturalıdan cayma bedeli ödemeden çıkış yapmak istiyorum. Gereğinin yapılmasını istiyorum
Çocuk Hattı;Turkcell Faturalı Hatta Geçtim Hiçbir SMS Gelmiyor;Turkcell Mutlu Çocuk faturalı pakete geçiş yaptım. Geçiş yaptığım günden sonra bana hiçbir kısa mesaj gelmedi. Banka mesajları gelmiyor, kargo mesajları gelmiyor, hatta eşimin attığı mesajlar bile gelmiyor. Turkcell'i aradım, bir kod verdiler, o kod da işe yaramadı. Çözüm bulamadılar. 21. yüzyılda Turkcell tarafından mağdur edildim.
Çocuk Hattı;Turkcell Recom Alacak Şikayet;Turkcell'den yeni hat aldım. Hattı açar açmaz Recom Alacak adlı şirketten günde 3-5 kez SMS ile rahatsız ediliyorum. SMS'te yazan ad soyad farklı bir kişi ve benimle hiç ilgisi yok. Turkcell Financell 08502000532 üzerinden 5 kez arayarak durumu anlattım, talep oluşturduklarını ve tahsilat arama listesinden çıkartıldığımı belirtmelerine rağmen hala SMS gelmeye devam ediyor. Lütfen bu durumu çözünüz. Çocuk saatinde bu hat kullanıldığı için çocuğumuz oldukça rahatsız oluyor.
Çocuk Hattı;Turkcell İn Hat Açma Kapama Da Ebeveyn Numarasını Bilgilendirmemesi;Benim çocuğuma ait hattın kapama olacağına dair ebeveyn olarak herhangi bir bilgilendirme almadım. Müşteri hizmetlerini aradığımda daha önceden aynı yıl içerisinde bir defa hat kapama ücreti tarafımızdan ödendi denilmekte. Ama bu hat açma kapama ücretinin ödendiğinden bana herhangi bir bilgi de verilmedi. Turkcell kendi kafasına göre arka planda işler yapıyor ama bize bilgilendirme yapmıyor. Hat kapanacağına dair ebeveyn numarasına bilgilendirme göndermeyen Turkcell'den son faturadaki hat açma kapama tutarının iadesini istemekteyim. Not: Çözüm birimi çözüm bulamayacaksa boş yere aramasın.
Çocuk Hattı;Turkcell İzin Almadan Kesilen Para Şikayet;Çocuk hattı üzerine 255023443 olarak 29,9 TL, Mobbyland 179 TL, Playcenter 179 TL Turkcell faturaya eklemiş ve hiçbir şekilde ne olduğunu anlamadım. Bir abonelik veya kullanım söz konusu değil. Kullanmadığımız bir şey için neden para ödüyorum? Ben yansıyan ücretin iadesini istiyorum.
Çocuk Hattı;Turkcell Kalan Haklarım Görünmüyor Kullanılmıyor;Turkcell tarifemdeki kalan kullanımlarımı göremiyorum. Paketimdeki internet, dakika ve SMS bilgilerim görünmüyor. İnternet erişimim yok, dakika ve SMS'imi de kullanamıyorum. Sadece paketime dahil olan fizy hakkımı görebiliyorum. Paketin adı Mutlu Çocuk Paketi.
Çocuk Hattı;Çocuğumun Akıllı Saatinde Turkcell Hattı Sorunu;Turkcell pişmanlıktır. Gerçekten de çocuğumun akıllı saati için almıştım defalarca aramama rağmen hala hat kapalı görünüyor. İnternete bağlanmıyor. Arıyorum oldu deyip bırakıyorlar ilgilenebilirseniz sevinirim. Hattı kullanıyordum ama 3 haftadır kullanamıyorum
Çocuk Hattı;Turkcell Hat Problemi (aktivasyon);3-7-2024 Turkcell uygulamadan aldığım (yeni sim) çocuk hattı dışarıdan arama almıyor. Bununla ilgili birçok kez Turkcell müşteri hizmetlerini aradığım halde herhangi bir çözüme ulaşılamadı. Gurur duyduğumuz bir marka olan Turkcell'in bu tarz çözümsüzlüğü beni üzmüştür. Eğer bu durum devam ederse Tüketici Hakem Heyeti'ne başvuracağıma buradan yetkililere bildiriyorum. (7 gündür sıfır hat olduğu halde, 2GB - 150₺'lik paket seçildiği halde paketiniz yoktur uyarısı alıyoruz ve dışarı arama yok.) Hattın neredeyse 1 aylık faturası gelecek, iptal de etmiyorlar. Bekliyoruz böyle mağdur bir şekilde.
Çocuk Hattı;Tüketici Kanununa Aykırı Hareket Ederek Fazla Tahsilat Yapan Turkcell;Turkcell'den çocuğum için çocuk hattı satın almıştım. Bu hattımın taahhüdü 2023 Ekim ayında bitmiş. 42 lira olan fatura 175 TL olarak yansımış ve bunu 8 ay boyunca ödemişim. Bana Turkcell'den bu konuya dair herhangi bir bilgilendirme yazılı ya da sözlü olarak gelmedi. Herhangi bir bilgilendirme yapmadan faturanın 4 katına artırılmasını görür görmez Turkcell'i aradım ve kanuna aykırı hareket etmelerine rağmen hiçbir şey yapamayacaklarını ilettiler. Fazla ödediğim tutarların iadesini veya faturama mahsup edilmesini, bir dahaki taahhüt yenileme döneminde tarafımın bilgilendirilmesini ve fazla tahsil edilen tutarların iadesini veya faturalara mahsup edilmesini ivedilikle rica ederim. Bahse konu hat 530 ****67 30'dur.
Çocuk Hattı;Turkcell Çocuk Hattı Karmaşası;Turkcell çocuk hattı 2+2 GB. İnternet 500 dakika konuşma 150 TL'ye mobil uygulama üzerinden aldım. Sim kart elime ulaştı. Sim kartı aktif ettikten sonra ne arama yapabildim ne de internet kullanabildim. Müşteri hizmetlerini aradığımda bana hattıma hiçbir paketin tanımlı olmadığını, bir paket satın almam gerektiğini söyledi. Almak istemediğimi, zaten bir paket seçtiğimi söyledim. O paketin bana uygun olmadığını söyledi. Vazgeçmek istediğimde bana 540 TL bir cayma bedeli çıkacağını söyledi. Turkcell ile bağlanamadık hayata.
Çocuk Hattı;Turkcell Çocuk Saati, Çocuk Hattı Şikayet;Turkcell den aldığım çocuk saati tarifesi taahhüt suresi bitiminde mesaj uyarı herhangi bir şey göndermediği için bizde uygulamaya girip şifre istediğinden şifre saatteki hatta gönderildiği için uygulamaya da girip bakamadığımızda sözleşmenin bittiğini hiçbir şekilde bakamıyoruz. Bu yüzden 70 olacak faturamız 199 olarak geldi aradığımda hiçbir şekilde yardımcı olunmadı. Yapabileceğimiz bir şey yok dendi. Bu mağduriyetlerin giderilmesi adına Turkcell den şikayetçiyim. Bunu biliyorlar çocuk saatlerine dışarıdan mesaj gelmiyor yani uygulama daki kisiler hariç mesaj gelmiyor. Bu durumu düzeltip hakkımız olan farkın iadesini talep ediyorum
Çocuk Hattı;Turkcell Yanlış Faturalandırma Ve Müşteri Hizmetleri Sorunu!;Turkcell dijital operatörden çocuğum için Mutlu Çocuk 5GB paketini seçtim ve uygulamadaki bütün yönergeleri takip ederek çocuğumun t. C. Kimlik numarası ile kayıt oluşturdum. Hattım elime ulaştıktan sonra e-Devlet'ten hattımı aktifleştirdim. 26 Haziran 08.30 sularında hattım açıldı ama ne hikmetse hattım rahat paket yerine kendi kafalarına göre faturalı hat olarak açılmış ve müşteri hizmetleri ile görüşmeme rağmen bu hatanın düzeltilemeyeceğini belirttiler. Bunun üzerine henüz 24 saat dahi olmamış hattı kapatın deyince 600₺ civarında bir fatura çıkardılar. Uygulama kendilerinin, hata kendilerinin ama hatayı çözmek yerine işi yokuşa sürüyorlar.
Çocuk Hattı;Turkcell Bayisinde Yaşanan Kimlik Bilgisi İhlali Ve Yanıltıcı İşlemler;"24.06.2024 tarihinde İstanbul Başakşehir'de Turkcell bayisine giderek numaramı bu operatöre taşımak istediğimi söyledim. Hat benim adıma olup 14 yaşındaki kızım kullanıyor. İşlemler sırasında ""gnç"" adı altında uygun fiyatlı tarifesini kullanmak istediğimizi belirttiğimde, kızımın bu tarife hakkının ihlal edildiğini öğrendim. Bu işlemler için benim T.C. kimlik numaram, baba adı ve doğum tarihi bilgilerim ile yapılabileceğini belirttiler. Bayi çalışanlarının uygun fiyat altında, benim ve kızımın kimlik bilgilerini kullanarak başka bir şahsa satış yaptıklarını ve bunun sürekli yapılan bir şey olduğunu söylediler. Yapabileceğim hiçbir şey olmadığını, eğer başka çocuğum varsa ""tabi daha önce onun da kimlik bilgilerini satmadılarsa"" onun adına almamı söylediler, gayet lakayıt bir şekilde. Turkcell'i aradığımda şikayet dilekçesi yazmamı söylediler. Dilekçe yazıp yolladığımdaysa dalga geçer gibi ""adınıza Turkcell hattı bulunmamaktadır"" diye cevap geliyor. Israrla zaten hat var demiyorum, benim ve çocuğumun kimlik bilgileri kullanılmış desem de, otomatiğe alınmış şekilde sürekli ""adınıza hat yok, hiçbir şey yapamayız"" cevabı geliyor. Bu konu hakkında çocuğumun gnç hakkının geri verilmesini ve bu izinsiz şekilde benim ve çocuğumun kimlik bilgileriyle işlem yapan bayiye gerekli cezaların verilmesini istiyorum."
Çocuk Hattı;Turkcell 1 Aydır Ücret Yüklemediğim Hattımı Kapatmış;Çocuğumun akıllı saatte kullanmış olduğu hattı yükleme yapılmadığı için kullanıma kapatılmış. Yaklaşık 2 aydır çocuğumun saati kayıp olduğu için bulunduğunda yükleme yaparım diye düşündüm ancak şu an kendi kullanmış olduğum telefonuma da herhangi bir mesaj gönderilmediği akıllı saate gönderildiğini Turkcell müşteri hizmetlerinden teyit etmiş bulunmaktayım. Hattı açarken zaten bir hayli ücret ödedim. Tekrar neden ücret ödeyeyim bir de o hattın benim çocuğum gelecekte kullanacağını düşündüğümden özel seçerek almıştım. Bizim için ödemi büyük bu durumun acilen düzeltilmesini talep ediyorum.
Çocuk Hattı;Turkcell Silivri Satış Danışmanlarının Saygısız Olması;"Turkcell Silivri Piri Mehmet Paşa'daki mağazada çocuk hattı almak istedik. Sorularımıza ağzının kenarıyla cevap verdi neredeyse hiçbir ilgi yoktu üstten konuşma tavrı vardı Ertesi gün kontrat imzalamaya gittiğimde fiyatı yanlış söylemişim diye üstüne farklı fiyat koydu ve benimle tartıştı. ""Cayma bedeli 1000 TL ödeteceğim sana"" diye tehdit etti. Üstüne erkek elemanı yürü git diyerek kovdu. Böyle saygısızlık olamaz şikayet ediyorum dava da açacağım gerektiği zaman"
Çocuk Hattı;Turkcell Bedava Çocuk Hattı Yalanı;Turkcell İzmir Üçkuyular Turkcell bayisinde bedava çocuk hattı diye hat aldık. Her şey dahil 180 TL dendi. Bir ay sonra 257 TL fatura geldi. 750 TL hat ücreti 12'ye bölünüp yansımıştır dendi. Ki bu ilk söylenmemiş. Hatta vitrinde bedava çocuk hattı yazıyordu. 2. Ay fatura düşsün diye kampanya değiştirdiler ki bunu da yapamamışlar, 307 TL fatura geldi. 2 aydır bir türlü çözüm bulamıyorlar. Çünkü hiçbir müşteri temsilcisi bile bilgisizliğini kabul etmiyor. Bana söylenen sözler ile fatura uymuyor. Bakalım öbür ay ne gelecek. Haa bir de hattı taşırsam 1100 TL bedel çıkıyormuş, bunu da hattı satarken söylemediler. Müşteri hizmetlerini arıyorum, hiçbir şey yapmıyor. Fazladan alınan bu çalışma toplam 200 TL'nin diğer faturamdan düşmesini istiyorum. Koskoca Turkcell bu mantığında olmamalı. Hatasının arkasında durmalı, ben paramın iadesini istiyorum. Ayrıca şubeden şikayetçiyim.
Çocuk Hattı;Turkcell Taahhüdüm Olmamasına Rağmen Güncel Rakam Felaketi Yazık;"Turkcell taahhüdüm olmadığı halde yeni fatura tanımlaması yapması haksızlık. 270 TL'den güncelleme yaparak 400 TL yapamazsınız. Kardeşim, haksızlık bu; hem fark zam yapıyorsunuz hem de kafanıza göre fiyat belirliyorsunuz. Ben kabul etmiyorum, düzelteceksiniz. Düzgün bir taahhüt rakamı belirleyin, bana sorun yapın ama siz güncelleme yaptık deyip 400 TL yapamazsınız. Rezil edemezsiniz bizi, mecbur bırakamazsınız."
Çocuk Hattı;Turkcell Haksız Kazanç;Turkcell kurumuna ait operatörün her faturamın tutarından fazla ödeme geliyor. Müşteri hizmetlerini arayıp aşım yapmadığımı, paket falan almadığımı söylüyorum. Israrla yalancı durumuna sokup insanları yanıltmaya devam ediyorlar. 4 aydır faturamın 200 TL fazlası ödeme yapıyorum. Turkcell'in bu durumu sadece bana değil, yakınlarımdan da duyuyorum. Bu sorunu birçok operatöre yapıyorlar. Hiçbir şekilde de çözüm üretmiyorlar. Bu firma insanları yanıltıyor.
Çocuk Hattı;Turkcell Hesabınızı Hemen Keser!;Kızıma ait akıllı saat hattı var? Sadece aramalar için kullanıyoruz. Saat çalışmayınca başka bir cihaza taktık ve hemen çıkardık... Bilin ne oldu? Turkcell faturayı hemen başka bir segmente geçirip 75 TL'den 189 TL'ye geçti. Aradık itiraz ettik. Cevap: kartı başka cihaza takmışsınız. Kullanmadık ama olsun yine de 189 TL ödeyin. Devam!
Çocuk Hattı;Turkcell Sma Hastası Yavrumuz;SMA'lı bebeğimiz için 2 aydır kampanya başlatmak için çabalıyoruz ancak diğer operatörlerde kısa sürede çözdüğümüz durumu Turkcell'de çözemiyoruz. Sayın yetkili, iletişim numarası da yok. Mail yolu ile canınız ne zaman dönüş sağlamak ister diye bekliyoruz. Her geçen gün çocuğun ömründen günler gidiyor.
Çocuk Hattı;Turkcell Akıllı Saat Tarifesi;Kızımın kullandığı akıllı saat için 2 GB akıllı saat paketi satın aldım. TCL MT42X model saat arıza yaptı. Serviste iken kartı cep telefonuna takıp hattımızı kullanmaya devam ettik. Saat tamirden geldi ve şu anda hat saatte. Turkcell'den gelen faturam 76 TL yerine 502,9 TL. Nedeni ise hat cep telefonuna takıldığı içinmiş. Cep telefonuna bilgilendirme mesajı gelmiyor, benim bilgim olmadan bana cayma bedeli yüklenmiş.
Çocuk Hattı;Turkcell Yeni Online Hat;Çocuk hattı almak için Turkcell i tavsiye ettiler. Bende çocuk hattı almak istedim online olarak digital kurye ile adresime istedim randevu oluşturdum. Turkcell online hizmetleri aradım acil olduğunu bildirdim sorun yaşamak istemiyorum dedim. Digital kurye firmasına tellerine ulaşamadığımızı bildirdim Turkcell deki arkadaş evet iletişim konusunda sıkıntı yaşıyor müşterilerimiz digital kurye ile tellerine bakmıyorlar. Turkcell gibi Kurumsal firma iş ortaklarını doğru düzgün seçmeli kesinlikle geri dönüşüm alamıyorum şu saatte gelecek Vega gelmeyecek diye Turkcell in mağduriyetimi göndermesini bekliyoruz. Saygılarımla
Çocuk Hattı;Turkcell Kimlik Bilgileri Çalınması;10 yaşında kızımın kullandığı hattın yasal sahibi eşim, hattı Turkcell'e taşımak istedi aynı zamanda da Turkcell'in 16 yaşından küçük olanlar için sunduğu tarifeden yararlanmak istediğinde kızımın t. C. Si ile başka bir hattın bu tarifeden yararlandığını öğrendik. Bizim anne ve babası olarak böyle bir işlemimiz olmadı, bu Turkcell'in gerekli yasal kontrolleri yapmadan işlem yaptığı anlamına gelmektedir. Hiçbir şekilde rızamız ve onayımız yoktur. Bu mağduriyetin ivedilikle çözülmesi gerekiyor aksi halde yasal yollara başvuracağız.
Çocuk Hattı;Turkcell Çocuk Hattı Güvenlik Açığı;6,5 yaşında kızım için Turkcell'den ebeveyn kontrollü hat ve bir saat aldım. Kızım saatini kaybetti ya da kolundan çıkardığında çalındı, bilemiyorum. Alan ya da bulan şahıs yurt dışı +18 aramalar yapıyor ve sayın Turkcell ebeveynlere hiçbir bilgi vermiyor ki söz konusu hat tanımsız hiçbir numara ile görüşme yapamıyor olmasına rağmen. Hattın bu kadar güvensiz olduğunu bu şekilde tecrübe ettiğime seviniyorum ancak Turkcell'den şikayetçiyim. Hafife alınacak bir konu asla değil. Savcılığa suç duyurusunda da bulunacağım. Buraya şikayet yazmamın naçizane sebebi aslında başka ebeveynleri bilgilendirmek.
Çocuk Hattı;Turkcell'den Hizmet Alamama Sorunu;"Çocuğumun akıllı saatinde Turkcell data hattı kullanıyorduk. Okul doneminde hattı dondurduk ve iki gün önce hattı aktif hale getirerek tarife taahhüdümüzü verdik. Hat sinyal almadığı için şikayetimizi belirttik. Şikayeti belirtirken data hattını farklı cihaza taktığımızda sinyal aldığımızı, yani sim kartta sorun olmadığını, akıllı saate de farklı bir sim kart taktığımızda hattın çalıştığını yani akıllı saatte de bir sorun olmadığını tespit ettiğimizi belirtmemize rağmen, yapılan dönüş şu şekildedir: -""Sorun cihaz kaynaklı olabilir"" 1-Sorun cihaz kaynaklıysa, farklı bir sim kart bu akıllı saatte nasıl çalışıyor? 2- Cihaz ve sim kart uyuşmuyorsa, yani desteklemiyorsa, hattı dondurmadan önce ben bu sim kartı bu akıllı saatte nasıl kullandım? Bu baştan savma cevap Turkcell kalitesine yakışır bir cevap mi? Bence değil! Sorunumun çözüme kavuşturularak, tarafıma telefon araması yolu ile ivedilikle dönüş yapılmasını rica ederim."
Çocuk Hattı;Turkcell Akıllı Saat Tarifesi;Numara taşıma ile Turkcell akıllı saat tarifesine geçtim. Turkcell bayiinde yaptığım işlemde 51 TL aylık ödeme tutarında yıllık taahhütlü olarak sözleşme imzaladım. Hattım açıldığında yıllık taahhüdün yapılmadığını cep uygulamasında fatura tutarının 160 TL olduğunu gördüm. Mağduriyetimin giderilmesini talep ediyorum.
Çocuk Hattı;Turkcell Çocuk Hattının Daha Önce Kullanılmış Olması!;11 yaşındaki çocuğuma çocuk hattı aldım. Özellikle alırken daha önce kullanılmamış olsun dedim. Çocuk hatları güvenli, böyle bir şey olmaz dediler. Meğerse daha önce kullanılmış bir numaraymış. Sözde çocuk hatları güvenilir, böyle mi güven veriyorsunuz? Çocuğumu gece gündüz yabancı numaralar sürekli arayıp duruyor. Sosyal medyada bu numara üzerine açılmış +18 profiller var ve çocuğum okul arkadaşları ve öğretmenleri tarafından rezil oldu. Okulda dalga geçildi, sizin yüzünüzden okula gitmek istemiyor! İnsanlara bildirim gidiyor, bu numara adına kayıtlı kişi şu profilde Instagram'da diye. Numara oğlumun ama hesap başkasının. Yazıklar olsun, yıllardır Turkcell kullanıyorum. Çocuğumu okuldan soğuttunuz. Çevremdeki insanlara, velilere, arkadaşlarına, öğretmenlerine nasıl açıklayacağımı şaşırdım. Rezil oldu. Çocuğum, herkes 11 yaşındaki çocuğun cinsel içerikli sosyal medya kullanıyor diye biliyor. Bunu mahkemeye kadar taşıyacağım. Gerekli yerlere başvuru yapacağım. Kanımın son damlasına kadar bu konu için mücadele edeceğim!
Çocuk Hattı;Turkcell 3 Sefer Alınan Hat Dondurma Ücreti 109.14 TL;Çocuk akıllı saat hattım var. Art 2024 te hattımı dondurmak isterken bana 109 TL kapatma ücreti söylendi. Ama kapatma ücreti 109 TL kesildi. Aynı gün aynı anda bir de geçici kapatma diye 109 TL kesildi tekrar. Bugün 23 Mayıs 2024 da tekrar açma kapama bedeli diye 109 TL kesildi. Bu nasıl sistem bu nasıl vicdansızlık. Varımı yokumu almak mi istiyorsunuz.
Çocuk Hattı;Turkcell Akıllı Saat Hat Uygulaması;Turkcell çocuk telefonu Mayıs faturamda cayma bedeli olarak fazladan 250 TL tutar yansımış. Bunun nedeni hattın farklı bir cihazda geçici olarak kullanılmasıymış. Nasıl böyle bir ceza kesilebiliyor, neye dayanarak anlamadım. Tutarın iadesini talep ediyorum. Böyle bir durum için hakkınız yok.
Çocuk Hattı;Turkcell'in Hatasını Müşterinin Telafi Etmesini İstemesi;Turkcell akıllı çocuk saati hattını hiçbir bilgilendirme yapılmadan kısıtlandı. 21.05.2024 günü farklı bir operatörden Turkcell müşteri hizmetleriyle yapılan görüşmede sistemlerinden kaynaklı eksik evrak var o yüzden kısıtlanmış dediler. Eksik evrak için Bir Turkcell bayiine gidip başvurmazsam hattı iptal edip kalan taahhüt ücretini tahsil edeceklermiş. Faturasını gönderirken benim Türk Telekom hattıma mesaj atabiliyorlar ama hattın kısıtlama mesajını çocuğun akıllı saatine gönderiyorlar kaldı ki güvenlik amaçlı saat mesajlara kapalı. Özür diliyorlarmış, yaptıkları hatayı müşteriyi olarak biz telafi edecekmişiz.
Çocuk Hattı;Turkcell Mağaza Personelinin İnsanlara Davranış Tarzı;Turkcell mağazasındaki müşteri temsilcilerinin yobazca davranışları akla hayale sığmıyor. Turkcell gibi dev bir şirketin nasıl oluyor da bu kadar aşağılayıcı konuşan insanları kendi bünyesinde çalıştırıyor, anlamış değilim. Sanki neden Turkcell'e geldin buraya bir daha gelme der gibi hal ve tavırları akla ziyan
Çocuk Hattı;Turkcell Kullanılmış Numara Satıyor;"Turkcell, kullanılmış hat satıyor ve bunun mümkün olduğunu ifade ediyor.
Çocuğum için aldığım hatta sürekli mesajlar geliyor. Bu durumu Turkcell ile görüştüğümde, yaşananların normal olduğunu belirtiyorlar. Sıfır paketten hat satın almış olmama rağmen, eski sahibinin sorunlu kişiler tarafından aranabileceğimi ve bu durumun olabileceğini ifade ediyorlar. Sorunun çözümü konusunda ise, bu tür durumların yaşanabileceğini söyleyerek bir çözüm sunmuyorlar."
Çocuk Hattı;Turkcell Çocuk Hattı Yüksek Fatura Uygulama Müşteri Onayı Olmadan!;"Turkcell'den çocuğumun akıllı saati için çocuk tarifesi hat aldım. Çocuğumun saati bozulduğu için her ay fatura ödemek yerine faturasız hizmete geçmek istedik. 96 saat sonra yetkili kişilerin bizi arayıp bilgi verecekleri söylendi; ancak, hiç kimse aramadan faturasız hatta geçiş yapıldığı ve 653 TL'lik bir fatura çıkarıldığı bildirildi. Bu durum kabul edilemez bir ticari uygulamadır. Turkcell yetkililerine sesleniyorum; bilgi verilmeden ve onay alınmadan böyle bir ücretlendirmenin yapılması doğru değildir ve şikayetçiyim. Bu faturayı ödemeyeceğim ve gerekli yerlere başvuracağım. Beni arayıp bilgilendirseydiniz, bu tutarda bir fatura çıkarılacağını bilmek isterdim ve belki de kabul etmez, faturalı hizmete devam ederdim. Turkcell yetkililerinden bir an önce bu yanlıştan dönülmesini rica ediyorum."
Çocuk Hattı;Turkcell Akıllı Saat Ve SMS Sorunu;Ben Turkcell çocuk hattı kullanıyorum. Akıllı saatim var ancak Turkcell uygulamasına giriş yapmak için SMS gönderiliyor. Diğer uygulamalar da SMS gönderiyor ama hiçbiri gelmiyor. Akıllı saatim SMS alabilen bir model değil. Acaba bu gelen SMS'ler nereye gidiyor?
Çocuk Hattı;Turkcell Çocuk Hattı Şikayet;Merhaba, 20 gün önce 13 yaşındaki oğluma Turkcell çocuk hattı aldım. Fatura bedeli 150 TL iken 280 TL fatura geldi. Müşteri temsilcisini aradım, şikayetimi dile getirdim ancak yardımcı olmadılar. Bu konu gerçekten canımı sıktı. İnsanları yanıltıp hattı veriyorsunuz, 'sadece 150 TL ödeyeceksiniz' diyorsunuz ama 280 TL fatura kesiyorsunuz, bu hiç hoş olmadı. Size yardımcı olmanızı rica ediyorum.
Çocuk Hattı;Turkcell Kurumsal Olduklarını Düşünmüyorum;Turkcell'de taahhüt sürem dolmadan müşteri hizmetlerini aradım. 08.05.2024'te tarifeyi bulduk. Bana iki fatura çıkmasın diye ayın 10'u bitmeden, ayın 9'u geçesi saat 12'den sonra ya da ayın 10'u arayayım, böylece 2 fatura çıkmasın dediler. Gece saat 1'de, ayın 10'u olduğunda aradığımda karşıma çıkan müşteri temsilcisi bana geç kaldığımı, artık istediğim tarifenin olmayacağını ve bu tarifenin bayiden yapıldığını, ayrıca paketin fiyat garantisi olmadığını söyledi. Çalışanların yaptıkları iş hakkında bilgileri yok. Benim suçum ne? Herkes kendi hatasının bedelini ödemeli. Ses kaydım var, dinlenmeli. Burada da kapatmak için saçma sapan cevaplar yazılmasın.
Çocuk Hattı;Sözde Kurumsal Muz Firması Turkcell;Turkcell adlı sözde kurumsal firmadan çocuk hattı aldık. Aldığımız günden beri 11 yaşındaki kızım, bankalar ve eski hat sahibinin borçluları tarafından aranmaktadır. Bize hat satılırken yeni olduğu söylendi. Turkcell müşteri hizmetlerini aradığımızda, yapacak bir şey olmadığını ve havuza düşen bir hat olduğu belirtildi. Yeni olmayan ve daha önce kim tarafından kullanıldığı belli olmayan hatların çocuk hattı olarak satılması, kızımın psikolojik tedavi görmesine neden oluyor. Sanki bir muz cumhuriyetinde yaşıyormuşuz gibi davranan çağrı merkezi yetkilisi, Turkcell'in tek yetkili olduğunu açıkça ifade etti. Kendini kurumsal bir firma olarak tanıtan Turkcell'e çok üzgünüm. Mahkemede görüşeceğiz.
Çocuk Hattı;Turkcell Çocuk Hattında Yaşanan Yanlış Paket Satın Alımı Sorunu;"25 senedir Turkcell hat kullanıcısıyım. 10 yaşındaki oğlumun akıllı çocuk saatinde 1 yıl süreyle anlaşmalı aylık 61 TL tutarında bir paket bulunmaktadır. Çocuğum benim telefonumla oynarken yanlışlıkla uygulama üzerinden fazladan paket satın almış ve toplam tutar 447 TL'ye ulaşmıştır. Bu durumu fark edip müşteri hizmetlerini aradığımda Turkcell tarafından hiçbir yardım alamadım. Paketlerin hiç kullanılmadığını ve bunun Turkcell tarafından da görülebildiğini belirtmek isterim; ancak beklediğim destek sağlanmadı."
Çocuk Hattı;Turkcell Yasal Dayanağı Olmayan Hat Kapama Ücreti;Turkcell, kızlarım için aldığım akıllı saat hattına bu ay, gecikme nedeniyle 108 TL açma-kapama ücreti eklemiş. Aylık hat ücretine 109 TL açma-kapama ücreti yansıtılmış ki bu da hat ücreti kadar. Bunun yasal bir dayanağı olmadığını öğrendim. Tüketici Hakem Heyeti'ne başvuracağım ve ücretin iadesini talep edeceğim. Aksi takdirde hattı iptal ettireceğim. Bu kadar yüksek ücret alınması, sanki çok büyük bir hizmet veriliyormuş gibi anlaşılıyor. Açma ve kapama işlemleri sırasında bu ücretlerin alınması doğru değil.
Çocuk Hattı;Turkcell Çocuk Hattı Daha Önce Kullanılmış Ve Kızıma Sürekli Yabancılar Arıyor.;Kızım için Turkcell çocuk hattı aldık. Hattı açar açmaz kızıma yabancı insanlar aramaya başladı. Arayan biri bu numarayı internetten bir doktorun sitesinden bulduğunu söyledi. Müşteri hizmetlerine aradık numarayı değiştirdik. Bu sefer Uganda gibi yabancı ülkelerden mesajlar aramalar geliyor. Bu bir rezil durum madem çocuk hattı diye satıyorsanız hiç kullanılmamış sıfır hat verin. Bugün tamamen hattı kapattıracağım. Ben çocuğuma ulaşabilmek için hat aldım stres yasamak için değil.
Çocuk Hattı;Turkcell Çocuk Hattı 5 Kat Pahalı!;Turkcell 5 kat fazla tarife! Turkcell çocuk hattı kullanıyoruz. Sözleşme bitiminde çocuk saati için mesaj iletildiğini söylüyor Turkcell. Ancak çocuk saati sadece izin verilen SMS ve çağrılara izin veriyor. Ebeveyn olarak Turkcell kullanıcısıyız, hattımız Turkcell ve ebeveyn olarak tanımlı. Bana iletilen bir mesaj yok. Çocuk saati için bildirim yapmanın yeterli olduğunu iddia ettiği için Turkcell firmasından acil çözüm sunmasını istiyorum. F**** A**** 5433****24 Fa*********@hotmail.com
